Track,Artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Tag
I Won't Forget You - Remastered 2003,Poison,0.0551,0.287,0.84,0.0225,6.0,0.21,-3.947,1.0,0.0404,202.903,4.0,0.648,Erika
Rapp Snitch Knishes feat. Mr. Fantastik,MF DOOM,0.327,0.728,0.832,0.0,7.0,0.504,-6.827,1.0,0.267,95.051,4.0,0.825,Giuliana
What I'm Here 4,Gang Starr,0.105,0.823,0.809,0.0,0.0,0.356,-3.871,0.0,0.208,91.007,4.0,0.863,Giuliana
Live Forever - Remastered,Oasis,2.31e-05,0.286,0.822,1.31e-05,9.0,0.353,-3.366,0.0,0.0381,90.96,4.0,0.19,Erika
Anaconda,Nicki Minaj,0.0668,0.964,0.605,7.78e-06,9.0,0.214,-6.223,1.0,0.179,129.994,4.0,0.646,Giuliana
Armageddon It,Def Leppard,0.000798,0.65,0.921,0.0298,9.0,0.134,-6.014,1.0,0.0359,119.8,4.0,0.648,Erika
Can't C Me,2Pac,0.0442,0.795,0.852,3.47e-06,0.0,0.39,-2.238,1.0,0.178,95.44,4.0,0.673,Giuliana
Who Do You Love?,YG,0.0336,0.68,0.411,0.0,9.0,0.0889,-9.761,1.0,0.434,193.131,4.0,0.161,Giuliana
Sit Next to Me,Foster The People,0.117,0.638,0.738,0.000384,6.0,0.689,-4.976,0.0,0.0292,97.021,4.0,0.657,Erika
Going Back to Cali - 2014 Remaster,The Notorious B.I.G.,0.207,0.851,0.647,0.0,9.0,0.0447,-5.847,1.0,0.339,99.17,4.0,0.596,Giuliana
100 Shots,Young Dolph,0.135,0.798,0.668,4.6e-06,8.0,0.0583,-5.244,1.0,0.25,134.006,4.0,0.154,Giuliana
Furthest Thing,Drake,0.147,0.484,0.78,0.0,9.0,0.0572,-5.264,0.0,0.135,137.105,4.0,0.271,Giuliana
Throne,Bring Me The Horizon,0.000455,0.426,0.888,0.0,0.0,0.306,-3.72,0.0,0.0987,144.111,4.0,0.387,Erika
Every Time I Look For You,blink-182,0.00166,0.502,0.96,0.0,11.0,0.377,-2.998,1.0,0.0484,128.228,4.0,0.625,Erika
Obstacle 1,Interpol,5.18e-05,0.377,0.938,0.58,5.0,0.0705,-4.9,1.0,0.0618,120.514,4.0,0.385,Erika
Venezia,AKKI (DE),0.000581,0.58,0.923,0.55,2.0,0.346,-6.599,1.0,0.0427,135.989,4.0,0.119,Andrea
"New York, New York",Leonard Bernstein,0.692,0.546,0.509,2.79e-06,9.0,0.345,-8.978,0.0,0.104,98.025,4.0,0.694,Laura
Ice Cream Man,Tyga,0.167,0.902,0.67,0.0,10.0,0.107,-4.074,1.0,0.19,144.07,4.0,0.39,Giuliana
BUTTERFLY EFFECT,Travis Scott,0.0531,0.763,0.628,0.0,11.0,0.114,-5.85,1.0,0.05,140.958,4.0,0.193,Giuliana
Good News,Mac Miller,0.853,0.794,0.32,0.134,1.0,0.112,-12.92,0.0,0.173,174.088,4.0,0.241,Giuliana
"Steady, As She Goes",The Raconteurs,0.0132,0.525,0.578,0.00916,9.0,0.108,-4.563,1.0,0.12,123.696,4.0,0.537,Erika
Hurt Me,Juice WRLD,0.128,0.62,0.451,0.0,6.0,0.373,-7.623,1.0,0.17,156.906,4.0,0.294,Giuliana
Lotus Flower Bomb (feat. Miguel),Wale,0.611,0.512,0.598,0.0,9.0,0.0881,-4.959,0.0,0.115,70.189,4.0,0.345,Giuliana
Time of Dying,Three Days Grace,0.00105,0.306,0.873,0.0,0.0,0.52,-3.668,0.0,0.0567,198.387,4.0,0.452,Erika
Duality,Slipknot,0.000237,0.354,0.982,0.000294,4.0,0.204,-3.026,0.0,0.168,143.772,4.0,0.194,Erika
Sleep Now In the Fire,Rage Against The Machine,0.00162,0.426,0.929,0.105,2.0,0.0789,-6.729,1.0,0.0701,127.059,4.0,0.539,Erika
Feeling Whitney,Post Malone,0.787,0.412,0.227,4.69e-06,0.0,0.282,-12.696,1.0,0.0359,80.111,4.0,0.226,Giuliana
Left Behind,Slipknot,7.03e-05,0.229,0.994,0.00548,6.0,0.318,-3.431,1.0,0.22,156.623,4.0,0.115,Erika
Do I Wanna Know?,Arctic Monkeys,0.186,0.548,0.532,0.000263,5.0,0.217,-7.596,1.0,0.0323,85.03,4.0,0.405,Erika
Weekend (feat. Miguel),Mac Miller,0.47,0.843,0.435,0.0,8.0,0.147,-8.442,1.0,0.178,120.058,4.0,0.19,Giuliana
Prison Song,System Of A Down,0.0202,0.493,0.974,8.31e-05,1.0,0.182,-3.252,1.0,0.135,99.647,4.0,0.354,Erika
Caught Somewhere in Time - 2015 Remaster,Iron Maiden,0.00218,0.238,0.987,0.0175,4.0,0.107,-4.408,0.0,0.168,174.124,4.0,0.343,Erika
Nikes on My Feet,Mac Miller,0.559,0.801,0.57,0.0,9.0,0.111,-5.103,0.0,0.265,92.058,4.0,0.565,Giuliana
Saran Pack,Tay-K,0.0432,0.781,0.731,0.0,8.0,0.0454,-8.3,1.0,0.226,139.977,4.0,0.139,Giuliana
"Men In Black - From ""Men In Black"" Soundtrack",Will Smith,0.0968,0.801,0.581,0.000318,5.0,0.0971,-8.491,0.0,0.0681,107.545,4.0,0.656,Giuliana
Ya Got Trouble,Robert Preston,0.475,0.677,0.419,0.0,1.0,0.473,-14.513,1.0,0.703,121.588,4.0,0.881,Laura
Lil' Devil,The Cult,0.00277,0.567,0.863,0.00468,7.0,0.346,-8.155,1.0,0.0328,130.004,4.0,0.492,Erika
The Thing That Should Not Be (Remastered),Metallica,0.000108,0.679,0.716,0.349,9.0,0.126,-10.14,1.0,0.0313,111.827,4.0,0.485,Erika
Chanel,Becky G,0.397,0.852,0.675,0.00317,2.0,0.0905,-5.738,1.0,0.0363,132.005,3.0,0.528,Gianluca
Big Poppa - 2007 Remaster,The Notorious B.I.G.,0.344,0.765,0.671,0.0,9.0,0.0506,-5.249,0.0,0.278,84.5,4.0,0.798,Giuliana
Day 'N' Nite (nightmare),Kid Cudi,0.48,0.881,0.441,9.08e-06,11.0,0.119,-6.278,0.0,0.0646,138.014,4.0,0.804,Giuliana
The Ultimate Sin,Ozzy Osbourne,0.000639,0.564,0.91,0.00633,1.0,0.0679,-6.472,0.0,0.0467,119.33,4.0,0.684,Erika
Ava Adore,The Smashing Pumpkins,0.000401,0.604,0.844,0.214,8.0,0.0484,-6.003,1.0,0.0597,160.318,4.0,0.791,Erika
The Pot,TOOL,0.000148,0.469,0.79,0.372,7.0,0.282,-6.889,1.0,0.0391,107.45,4.0,0.466,Erika
Ocean,KAROL G,0.933,0.727,0.482,0.0,11.0,0.388,-6.193,1.0,0.115,74.93,4.0,0.487,Gianluca
Nude,Radiohead,0.832,0.516,0.342,0.579,4.0,0.0857,-9.785,1.0,0.0342,128.378,3.0,0.167,Erika
8 Mile,Eminem,0.125,0.74,0.94,8.33e-05,9.0,0.132,-4.195,1.0,0.285,89.981,4.0,0.489,Giuliana
Hard Times,Paramore,0.00647,0.695,0.818,4.87e-06,5.0,0.0219,-5.379,0.0,0.0334,119.965,4.0,0.916,Erika
It's Not Living (If It's Not With You),The 1975,0.000254,0.618,0.837,0.000378,1.0,0.0618,-5.338,1.0,0.0304,121.227,4.0,0.526,Erika
Yeah! (feat. Lil Jon & Ludacris),USHER,0.0183,0.894,0.791,0.0,2.0,0.0388,-4.699,1.0,0.112,105.018,4.0,0.583,Giuliana
Smile Back,Mac Miller,0.000283,0.53,0.834,0.0,2.0,0.363,-6.547,1.0,0.156,151.349,4.0,0.235,Giuliana
Lost Cause,Beck,0.26,0.611,0.577,0.000807,0.0,0.467,-8.728,1.0,0.0297,119.877,4.0,0.214,Erika
Gel,Collective Soul,0.1,0.598,0.85,0.123,4.0,0.0996,-3.544,1.0,0.0459,143.17,4.0,0.671,Erika
I'll Stand by You,Pretenders,0.3,0.438,0.606,4.49e-06,7.0,0.0754,-6.549,1.0,0.0305,133.822,4.0,0.266,Erika
Gravity,YoungBoy Never Broke Again,0.182,0.673,0.619,0.0,4.0,0.119,-3.766,0.0,0.0692,155.916,4.0,0.325,Giuliana
Yes I'm Changing,Tame Impala,0.108,0.373,0.609,0.000427,0.0,0.0755,-7.0,1.0,0.0316,179.955,4.0,0.354,Erika
Head Like A Hole,Nine Inch Nails,0.00848,0.666,0.798,0.00186,9.0,0.585,-11.26,1.0,0.0477,115.382,4.0,0.442,Erika
Hum Hallelujah,Fall Out Boy,0.00784,0.466,0.957,0.0,2.0,0.48,-3.302,1.0,0.0637,183.959,4.0,0.657,Erika
Hip To Be Square,Huey Lewis & The News,0.0025,0.668,0.779,0.000347,9.0,0.139,-11.089,1.0,0.0325,140.873,4.0,0.963,Erika
Down In A Hole (2022 Remaster),Alice In Chains,0.0134,0.357,0.795,0.00013,6.0,0.111,-5.909,1.0,0.0337,97.171,4.0,0.416,Erika
In Too Deep - 2007 Remaster,Genesis,0.503,0.67,0.419,6.9e-06,8.0,0.101,-10.266,1.0,0.0249,103.538,4.0,0.304,Erika
Cinderella (feat. Ty Dolla $ign),Mac Miller,0.235,0.545,0.534,0.0,8.0,0.345,-6.874,0.0,0.047,140.021,4.0,0.24,Giuliana
No More Tears,Ozzy Osbourne,0.00167,0.346,0.749,8.86e-05,6.0,0.648,-6.506,1.0,0.035,102.591,4.0,0.315,Erika
Good Morning,Kanye West,0.0791,0.48,0.631,0.000105,7.0,0.149,-5.488,1.0,0.116,84.164,4.0,0.515,Giuliana
Heading For The Light,Traveling Wilburys,0.131,0.563,0.936,4.43e-06,6.0,0.311,-3.957,1.0,0.0511,129.853,4.0,0.481,Erika
Land of Confusion - 2007 Remaster,Genesis,0.016,0.613,0.928,0.000443,1.0,0.334,-7.607,1.0,0.0396,115.169,4.0,0.67,Erika
Don't Stop (Color on the Walls),Foster The People,0.00183,0.611,0.948,0.0995,1.0,0.0969,-3.751,0.0,0.0753,133.004,4.0,0.79,Erika
"Picture Me Rollin' (ft. Danny Boy, CPO, Big Syke)",2Pac,0.0278,0.834,0.759,0.0,7.0,0.471,-4.918,1.0,0.135,95.927,4.0,0.438,Giuliana
My Chick Bad,Ludacris,0.172,0.624,0.723,0.0,1.0,0.483,-6.782,1.0,0.378,84.789,4.0,0.757,Giuliana
Around the Fur,Deftones,1.94e-05,0.449,0.87,0.0411,5.0,0.0797,-4.241,0.0,0.112,79.952,4.0,0.229,Erika
Brembo,CARV,0.00186,0.565,0.989,0.844,0.0,0.1,-6.142,1.0,0.078,152.002,4.0,0.188,Andrea
Tighten Up,The Black Keys,0.00121,0.504,0.705,4.12e-06,6.0,0.453,-6.179,0.0,0.0665,108.965,4.0,0.567,Erika
Pobre Diabla,Don Omar,0.43,0.734,0.741,0.0194,5.0,0.0693,-7.016,1.0,0.0627,92.015,4.0,0.838,Gianluca
Scars,Papa Roach,0.0948,0.384,0.921,0.0,11.0,0.168,-3.334,1.0,0.055,89.922,4.0,0.471,Erika
Hooker With A Penis,TOOL,0.00129,0.25,0.91,0.553,7.0,0.149,-7.363,1.0,0.155,90.835,3.0,0.274,Erika
Cherry Waves,Deftones,0.000362,0.47,0.859,0.00691,2.0,0.142,-3.663,1.0,0.0537,124.01,4.0,0.17,Erika
The Weekend - Funk Wav Remix,SZA,0.495,0.775,0.573,0.0,11.0,0.126,-4.933,1.0,0.0585,101.925,4.0,0.667,Giuliana
ADESTE FIDELES,Sonny Wern,0.0724,0.535,0.946,0.0384,9.0,0.136,-6.358,1.0,0.0805,155.025,4.0,0.048,Andrea
Night Crawler,Judas Priest,0.000148,0.481,0.981,0.0555,6.0,0.144,-6.456,0.0,0.143,97.106,4.0,0.102,Erika
Just A Dream,Nelly,0.0421,0.531,0.752,0.0,1.0,0.12,-6.161,1.0,0.0305,89.917,4.0,0.103,Giuliana
Where Ya At (feat. Drake),Future,0.0933,0.813,0.453,0.0,1.0,0.14,-6.941,1.0,0.338,161.997,4.0,0.191,Giuliana
Custer,Slipknot,0.00174,0.407,0.98,0.000112,7.0,0.119,-1.58,1.0,0.107,131.066,4.0,0.537,Erika
Umbrella (Techno),Tektony,0.0665,0.67,0.735,7.81e-06,1.0,0.329,-9.372,1.0,0.145,140.03,4.0,0.634,Andrea
U Got It Bad,USHER,0.0227,0.816,0.5,1.53e-06,1.0,0.0733,-4.551,1.0,0.03,124.037,4.0,0.649,Giuliana
Gang Shit No Lame Shit,Key Glock,0.0394,0.828,0.434,0.0,5.0,0.0806,-10.609,1.0,0.301,115.071,4.0,0.38,Giuliana
Time Flies,Drake,0.201,0.864,0.477,0.0,10.0,0.182,-5.786,1.0,0.224,86.46,4.0,0.5,Giuliana
Peter Piper,Run–D.M.C.,0.0113,0.873,0.62,0.000121,7.0,0.0925,-8.812,1.0,0.293,105.332,4.0,0.574,Giuliana
"Keine Liebe, Kein Rave",Reinier Zonneveld,0.000879,0.629,0.9,0.608,4.0,0.104,-8.476,0.0,0.0765,159.989,4.0,0.586,Andrea
Once,Pearl Jam,0.00535,0.413,0.885,1.97e-06,2.0,0.166,-7.695,0.0,0.0777,113.807,4.0,0.211,Erika
Slow Ride,Beastie Boys,0.00754,0.714,0.601,0.000322,4.0,0.0915,-9.459,0.0,0.302,193.527,4.0,0.415,Erika
Polly,Nirvana,0.884,0.83,0.382,0.301,2.0,0.11,-11.231,0.0,0.0566,121.12,4.0,0.54,Erika
I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,0.00542,0.739,0.368,0.0,8.0,0.171,-10.233,1.0,0.0845,144.992,4.0,0.467,Giuliana
What Up Gangsta,50 Cent,0.00213,0.68,0.767,0.0,11.0,0.0996,-2.387,0.0,0.0397,82.518,4.0,0.344,Giuliana
Free Fallin',Tom Petty,0.212,0.623,0.449,0.0,5.0,0.0613,-13.333,1.0,0.0253,84.383,4.0,0.572,Erika
Bad Habit,The Offspring,0.0251,0.354,0.73,0.0,2.0,0.106,-7.581,1.0,0.0791,148.08,4.0,0.383,Erika
Yo Quisiera,Reik,0.0823,0.682,0.658,0.0,2.0,0.0851,-5.251,1.0,0.0432,77.978,4.0,0.784,Gianluca
Mis Ojos Lloran Por Ti,Big Boy,0.0135,0.794,0.831,1.12e-06,8.0,0.11,-9.235,1.0,0.331,172.407,4.0,0.328,Gianluca
"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)",Franz Liszt,0.993,0.368,0.00363,0.922,1.0,0.137,-36.759,1.0,0.035,69.363,3.0,0.085,Laura
Inside the Fire,Disturbed,0.000233,0.463,0.962,0.109,7.0,0.0906,-6.43,1.0,0.0704,94.003,4.0,0.66,Erika
Don't Get Me Wrong - 2007 Remaster,Pretenders,0.139,0.46,0.932,0.00504,0.0,0.114,-6.264,1.0,0.0468,203.617,4.0,0.849,Erika
Here I Am,Rick Ross,0.189,0.746,0.717,0.0,10.0,0.0704,-5.788,0.0,0.127,109.754,4.0,0.475,Giuliana
Hysteria - Remastered 2017,Def Leppard,0.0318,0.659,0.846,0.0144,7.0,0.203,-5.508,1.0,0.0274,107.01,4.0,0.659,Erika
One More Time,Daft Punk,0.0194,0.613,0.697,0.0,2.0,0.332,-8.618,1.0,0.133,122.746,4.0,0.476,Erika
Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,The Notorious B.I.G.,0.398,0.711,0.871,1.69e-06,2.0,0.171,-4.32,1.0,0.294,91.153,4.0,0.912,Giuliana
Sober,Childish Gambino,0.0979,0.701,0.591,2.53e-05,0.0,0.551,-6.646,1.0,0.0301,98.056,4.0,0.423,Giuliana
As The World Falls Down,David Bowie,0.473,0.633,0.642,0.0274,9.0,0.0792,-8.678,1.0,0.0234,98.612,4.0,0.418,Erika
Let You Down,NF,0.312,0.662,0.714,0.0,5.0,0.179,-5.68,0.0,0.121,147.997,4.0,0.464,Giuliana
November 18th,Drake,0.579,0.749,0.476,0.0,11.0,0.1,-11.147,0.0,0.507,71.937,4.0,0.534,Giuliana
Dude (Looks Like A Lady),Aerosmith,0.435,0.54,0.982,3.37e-05,4.0,0.0457,-2.962,0.0,0.0458,126.294,4.0,0.91,Erika
Tú No Eres Para Mi,Fanny Lu,0.0474,0.859,0.905,0.0,5.0,0.214,-5.02,1.0,0.0336,124.983,4.0,0.914,Gianluca
"You're Gonna Go Far, Kid",The Offspring,0.00428,0.55,0.917,0.0,0.0,0.197,-3.159,1.0,0.0638,126.115,4.0,0.601,Erika
Hollow,Pantera,9.48e-05,0.273,0.688,0.0504,11.0,0.051,-10.883,1.0,0.0326,100.077,4.0,0.347,Erika
Minus Blindfold,Deftones,0.000498,0.457,0.873,0.0607,0.0,0.272,-6.947,1.0,0.064,146.9,4.0,0.56,Erika
Some Way,NAV,0.101,0.744,0.715,0.0,0.0,0.0919,-6.103,1.0,0.351,154.962,4.0,0.34,Giuliana
Sweetest Thing,U2,0.0437,0.524,0.641,2.78e-05,0.0,0.159,-8.967,1.0,0.0497,141.65,4.0,0.482,Erika
Going Away To College,blink-182,0.0105,0.532,0.753,0.0,11.0,0.389,-6.481,1.0,0.0322,104.522,4.0,0.575,Erika
House of Wolves,My Chemical Romance,0.000347,0.445,0.977,0.0235,0.0,0.126,-2.674,1.0,0.0995,105.825,4.0,0.239,Erika
Paper Cuts,Nirvana,0.00205,0.553,0.726,0.17,4.0,0.139,-7.462,1.0,0.0403,102.094,4.0,0.361,Erika
Bound 2,Kanye West,0.145,0.367,0.665,0.0,1.0,0.113,-2.821,1.0,0.0465,148.913,4.0,0.31,Giuliana
Breakout,Foo Fighters,5.18e-05,0.421,0.938,0.00291,11.0,0.124,-4.212,0.0,0.0522,156.794,4.0,0.427,Erika
772 Love,YNW Melly,0.226,0.676,0.623,1.66e-05,6.0,0.159,-7.297,0.0,0.0352,111.466,4.0,0.347,Giuliana
Permitame,Tony Dize,0.0287,0.629,0.668,0.0,8.0,0.159,-6.974,1.0,0.15,214.025,4.0,0.904,Gianluca
Bitch Please,Snoop Dogg,0.00838,0.869,0.697,0.0,7.0,0.297,-4.639,1.0,0.187,95.03,4.0,0.804,Giuliana
"Easter Parade - From ""Holiday Inn"" Soundtrack",Bing Crosby,0.965,0.319,0.123,0.0307,5.0,0.207,-15.969,1.0,0.038,96.705,4.0,0.388,Laura
No One Knows,Brent Faiyaz,0.36,0.6,0.619,4.31e-05,9.0,0.106,-9.709,0.0,0.202,103.908,4.0,0.308,Giuliana
Pigalle,Virginio Aiello,0.993,0.365,0.0185,0.905,5.0,0.113,-30.812,1.0,0.0398,67.163,4.0,0.0588,Laura
Love in This Club (feat. Young Jeezy),USHER,0.0572,0.573,0.712,0.0,0.0,0.167,-5.976,1.0,0.0732,140.012,4.0,0.346,Giuliana
Mr. Grieves,Pixies,0.0372,0.529,0.467,0.00309,11.0,0.12,-14.41,1.0,0.069,112.294,3.0,0.666,Erika
Juicy - 2007 Remaster,The Notorious B.I.G.,0.483,0.873,0.816,0.0,9.0,0.146,-4.645,1.0,0.256,96.067,4.0,0.79,Giuliana
Mob Ties,Drake,0.045,0.754,0.575,0.00131,4.0,0.276,-8.393,0.0,0.0682,86.009,4.0,0.491,Giuliana
"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",Antonio Vivaldi,0.81,0.48,0.163,0.754,5.0,0.093,-19.117,0.0,0.0645,158.366,4.0,0.212,Laura
Thoughts from a Balcony,Mac Miller,0.158,0.48,0.64,0.0,6.0,0.109,-6.153,1.0,0.323,87.327,4.0,0.475,Giuliana
Agárrala - Remix,Trebol Clan,0.0812,0.731,0.741,0.0245,9.0,0.0993,-7.978,0.0,0.0418,96.031,4.0,0.862,Gianluca
Junkhead (2022 Remaster),Alice In Chains,0.0013,0.298,0.776,0.000271,11.0,0.096,-7.171,1.0,0.0376,140.453,4.0,0.245,Erika
Eye Know,De La Soul,0.177,0.838,0.809,3.17e-06,1.0,0.0792,-7.989,1.0,0.0512,109.325,4.0,0.854,Giuliana
Caught In A Mosh,Anthrax,0.000249,0.339,0.991,0.00327,2.0,0.261,-5.028,1.0,0.145,106.767,4.0,0.185,Erika
Naive,The Kooks,0.0688,0.547,0.816,0.0,8.0,0.127,-6.165,0.0,0.0624,102.765,4.0,0.722,Erika
Every Rose Has Its Thorn - Remastered 2003,Poison,0.16,0.533,0.637,1.12e-05,6.0,0.369,-5.571,1.0,0.0323,140.167,4.0,0.292,Erika
Dead & Bloated - 2017 Remaster,Stone Temple Pilots,0.000971,0.574,0.862,0.0,7.0,0.0923,-6.449,1.0,0.06,122.98,4.0,0.594,Erika
Paranoid,Kanye West,0.114,0.587,0.611,9.83e-05,6.0,0.0765,-7.408,1.0,0.106,114.991,4.0,0.464,Giuliana
Sweet Soul Sister,The Cult,0.124,0.442,0.866,0.0103,5.0,0.159,-9.245,1.0,0.0614,93.012,4.0,0.151,Erika
My Friend of Misery (Remastered),Metallica,0.000235,0.567,0.855,0.00714,9.0,0.1,-7.623,0.0,0.0355,119.513,4.0,0.329,Erika
Everywhere,Fleetwood Mac,0.218,0.69,0.54,0.00657,4.0,0.115,-10.516,1.0,0.0317,114.846,4.0,0.764,Erika
Pursuit Of Happiness (Nightmare),Kid Cudi,0.484,0.63,0.605,9.29e-05,0.0,0.298,-8.951,1.0,0.0414,115.277,4.0,0.266,Giuliana
It's Not My Time,3 Doors Down,0.00133,0.532,0.935,8.37e-06,0.0,0.106,-4.798,1.0,0.0619,128.025,4.0,0.309,Erika
No Te Veo - Digital Single,Casa De Leones,0.0558,0.847,0.873,3.21e-06,8.0,0.325,-4.805,0.0,0.0804,116.007,4.0,0.966,Gianluca
One Hour,TIWEA,0.00167,0.675,0.998,0.741,2.0,0.12,-5.453,1.0,0.0416,132.007,4.0,0.0375,Andrea
A Walk In The Park,m.sorlii,0.369,0.603,0.197,0.749,7.0,0.107,-13.107,1.0,0.0487,113.489,1.0,0.0972,Laura
The Doctor,The Doobie Brothers,0.0134,0.567,0.916,0.00108,3.0,0.0691,-7.263,1.0,0.0457,148.011,4.0,0.748,Erika
One Last Breath,Creed,0.00841,0.386,0.677,0.00366,2.0,0.341,-5.83,1.0,0.0346,126.602,4.0,0.195,Erika
Plush - 2017 Remaster,Stone Temple Pilots,0.00671,0.426,0.94,1.72e-06,7.0,0.14,-5.279,0.0,0.0423,144.49,4.0,0.466,Erika
Ocean Spray,Moneybagg Yo,0.0334,0.896,0.581,0.0,11.0,0.0941,-6.293,1.0,0.242,133.957,4.0,0.544,Giuliana
WAP (feat. Megan Thee Stallion),Cardi B,0.0194,0.935,0.454,0.0,1.0,0.0824,-7.509,1.0,0.375,133.073,4.0,0.357,Giuliana
Airbag,Radiohead,0.00786,0.305,0.872,0.8,2.0,0.261,-7.313,1.0,0.0503,167.959,4.0,0.648,Erika
Circles,Post Malone,0.192,0.695,0.762,0.00244,0.0,0.0863,-3.497,1.0,0.0395,120.042,4.0,0.553,Giuliana
White Iverson,Post Malone,0.233,0.675,0.562,0.0,7.0,0.0816,-7.678,1.0,0.0352,130.098,4.0,0.309,Giuliana
The National Anthem,Radiohead,0.00237,0.488,0.754,0.851,2.0,0.224,-8.552,1.0,0.0378,91.517,4.0,0.388,Erika
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,0.617,0.703,0.757,0.0,1.0,0.106,-3.612,1.0,0.05,82.008,4.0,0.696,Giuliana
Kokomo,The Beach Boys,0.00863,0.682,0.635,0.0,0.0,0.137,-10.05,1.0,0.0346,115.584,4.0,0.927,Erika
Waves,Kanye West,0.0528,0.557,0.586,7.33e-06,10.0,0.339,-4.57,1.0,0.0382,96.091,4.0,0.0681,Giuliana
Oye Mi Canto,N.O.R.E.,0.185,0.677,0.946,3.56e-06,6.0,0.274,-2.887,1.0,0.0553,96.011,4.0,0.948,Giuliana
Miss The Rage (feat. Playboi Carti),Trippie Redd,0.0151,0.581,0.877,0.0,8.0,0.826,-4.938,1.0,0.114,77.006,4.0,0.353,Giuliana
Kickstart My Heart,Mötley Crüe,0.00111,0.465,0.977,0.00298,7.0,0.201,-3.839,0.0,0.175,89.535,4.0,0.233,Erika
Pork And Beans,Weezer,0.0109,0.599,0.624,8.06e-06,6.0,0.158,-6.622,1.0,0.0339,119.838,4.0,0.706,Erika
Grindin',Clipse,0.122,0.592,0.77,1.22e-06,1.0,0.103,-3.402,1.0,0.318,191.692,4.0,0.361,Giuliana
Dreams (Techno),XEKNO!,0.0139,0.578,0.819,0.433,11.0,0.171,-11.571,0.0,0.0742,139.99,4.0,0.193,Andrea
Sometimes I Rhyme Slow,Nice & Smooth,0.119,0.797,0.563,0.323,6.0,0.0969,-14.138,0.0,0.123,108.369,4.0,0.687,Giuliana
ILoveUIHateU,Playboi Carti,0.00534,0.684,0.693,0.0,4.0,0.506,-6.651,0.0,0.0339,134.988,4.0,0.108,Giuliana
How Do U Want It,2Pac,0.121,0.828,0.81,3.02e-06,8.0,0.0495,-2.151,1.0,0.101,92.46,4.0,0.838,Giuliana
"Frankly, Mr. Shankly - 2011 Remaster",The Smiths,0.0709,0.713,0.748,0.000397,4.0,0.156,-6.53,1.0,0.0251,111.556,4.0,0.924,Erika
Trip to Valhalla,Dr. Peacock,0.0232,0.567,0.988,0.0351,1.0,0.149,-2.879,1.0,0.187,100.025,4.0,0.0634,Andrea
Fast,Juice WRLD,0.426,0.623,0.607,0.0,1.0,0.105,-5.937,0.0,0.0435,84.982,4.0,0.263,Giuliana
Out Ta Get Me,Guns N' Roses,0.0257,0.395,0.988,0.146,11.0,0.353,-4.877,1.0,0.111,140.849,4.0,0.365,Erika
I Won't Back Down,Tom Petty,0.0504,0.765,0.476,2.76e-06,7.0,0.165,-13.487,1.0,0.0329,114.02,4.0,0.965,Erika
Time is Running Out,Muse,0.00242,0.585,0.842,0.00686,9.0,0.0866,-5.883,0.0,0.0556,118.211,4.0,0.428,Erika
Grace (feat. 42 Dugg),Lil Baby,0.38,0.817,0.513,0.0,10.0,0.109,-6.263,0.0,0.394,123.029,4.0,0.177,Giuliana
Hung Up - Techno TikTok Remix,Hyper Hamster,0.169,0.709,0.602,0.00133,1.0,0.107,-6.428,0.0,0.272,150.036,4.0,0.657,Andrea
EL BARCO,KAROL G,0.611,0.85,0.849,0.000193,8.0,0.329,-3.436,0.0,0.0437,143.975,4.0,0.92,Gianluca
FE!N (feat. Playboi Carti),Travis Scott,0.0316,0.569,0.882,0.0,3.0,0.142,-2.777,0.0,0.06,148.038,4.0,0.201,Giuliana
Gang Over Luv,Brent Faiyaz,0.0408,0.781,0.277,0.000339,8.0,0.0754,-9.35,1.0,0.326,163.987,4.0,0.302,Giuliana
Girls,Beastie Boys,0.777,0.873,0.808,0.0,0.0,0.357,-6.729,0.0,0.0466,139.676,4.0,0.933,Erika
All Me,Drake,0.0705,0.67,0.515,0.0,1.0,0.25,-6.977,1.0,0.397,122.006,4.0,0.422,Giuliana
November Has Come,Gorillaz,0.0815,0.702,0.567,2.75e-05,7.0,0.0864,-8.561,1.0,0.239,84.153,4.0,0.667,Erika
One Shot 2 Shot,Eminem,0.194,0.885,0.61,0.0,1.0,0.278,-6.266,1.0,0.225,98.974,4.0,0.822,Giuliana
Why Go,Pearl Jam,0.00999,0.322,0.968,4.12e-05,9.0,0.445,-5.59,1.0,0.106,115.565,4.0,0.316,Erika
No More ?'s,Eazy-E,0.0143,0.935,0.805,1.53e-06,7.0,0.298,-4.782,1.0,0.225,105.641,4.0,0.624,Giuliana
Wasted (feat. Lil Uzi Vert),Juice WRLD,0.0381,0.742,0.579,0.0,0.0,0.0952,-5.024,1.0,0.202,144.994,4.0,0.502,Giuliana
Innervision,System Of A Down,0.000201,0.445,0.953,0.0244,5.0,0.357,-2.267,0.0,0.099,120.013,4.0,0.233,Erika
Roam,The B-52's,0.0485,0.636,0.939,6.69e-06,9.0,0.271,-5.551,1.0,0.0837,134.937,4.0,0.694,Erika
